experiment,native_language,speech_version,speech_recording,site,p_n_unique,participant_n,trial_type,trial_number,block_cswl,condition_cswl,target_audio_cswl,target_visual,distractor_visual_1,distractor_visual_2,distractor_visual_3,key_pressed,is_correct,rt,chance_level,id_quest,age,gender,education,major,born_native,other_native,live_abroad,months_abroad,age_abroad,native_speaker,alternative_native_language,speak_foreign_language,foreign_1,level_1,age_acquisition_1,foreign_2,level_2,age_acquisition_2,foreign_3,level_3,age_acquisition_3,foreign_4,level_4,age_acquisition_4,normal_hearing,hearing_impairment,normal_vision,vision_impairment,stimuli_set_pp,block_pp
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,16,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,1,1,2.284227258,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,17,NA,NA,audio/pp5.wav,img/11.jpg,img/09.jpg,img/10.jpg,img/08.jpg,2,1,1.967675099,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,18,NA,NA,audio/p6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,2,1,5.401405415,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,19,NA,NA,audio/p6.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,1,0,6.001530186,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,20,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/08.jpg,img/07.jpg,2,0,5.618194264,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,21,NA,NA,audio/pp2.wav,img/08.jpg,img/10.jpg,img/09.jpg,img/11.jpg,3,1,3.434326504,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,22,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/07.jpg,img/11.jpg,3,0,5.417651537,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,23,NA,NA,audio/p1.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,1,1,2.817576746,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,24,NA,NA,audio/pp6.wav,img/12.jpg,img/09.jpg,img/10.jpg,img/08.jpg,4,1,2.284230828,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,25,NA,NA,audio/p4.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,3,0,2.6011337389999998,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,test cswl,26,NA,NA,audio/pp1.wav,img/07.jpg,img/10.jpg,img/12.jpg,img/09.jpg,1,0,5.701427638,0.25,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,264,7,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.20152135,NA,220,25,female,graduate,special education,yes,NA,no,NA,NA,yes,NA,yes,English,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,warm up cswl,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,4,1,2.967628243,NA,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,warm up cswl,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,2,1,2.484439762,NA,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,3,NA,NA,audio/p4.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,2,0,3.48463745,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,4,NA,NA,audio/p1.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,4,1,4.718361429,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,5,NA,NA,audio/pp2.wav,img/08.jpg,img/10.jpg,img/09.jpg,img/11.jpg,2,0,6.568541535,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,6,NA,NA,audio/p6.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,2,1,5.318183644,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,7,NA,NA,audio/pp6.wav,img/12.jpg,img/09.jpg,img/10.jpg,img/08.jpg,4,1,1.567151471,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,8,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/07.jpg,img/11.jpg,3,0,5.668166954,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,9,NA,NA,audio/pp2.wav,img/08.jpg,img/12.jpg,img/11.jpg,img/10.jpg,3,1,7.818257721,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,10,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/08.jpg,img/07.jpg,4,1,8.518758947,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,11,NA,NA,audio/pp5.wav,img/11.jpg,img/09.jpg,img/10.jpg,img/08.jpg,3,0,4.617055885,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,12,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,1,1,2.400805657,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,13,NA,NA,audio/p6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,2,1,2.067905185,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,14,NA,NA,audio/p3.wav,img/03.jpg,img/02.jpg,img/05.jpg,img/01.jpg,3,1,2.266778943,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,15,NA,NA,audio/pp5.wav,img/11.jpg,img/07.jpg,img/09.jpg,img/08.jpg,4,0,3.567727132,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,16,NA,NA,audio/p2.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,4,0,5.368002378,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,17,NA,NA,audio/p5.wav,img/05.jpg,img/02.jpg,img/03.jpg,img/04.jpg,2,1,2.600307733,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,18,NA,NA,audio/p4.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,2,1,6.968301632,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,19,NA,NA,audio/p1.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,1,1,2.03422949,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,20,NA,NA,audio/pp4.wav,img/10.jpg,img/08.jpg,img/11.jpg,img/07.jpg,3,0,5.9684422,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,21,NA,NA,audio/pp4.wav,img/10.jpg,img/11.jpg,img/12.jpg,img/07.jpg,1,0,1.850394305,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,22,NA,NA,audio/p2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,4,0,2.750906331,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,23,NA,NA,audio/p5.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,4,1,2.601166761,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,24,NA,NA,audio/pp1.wav,img/07.jpg,img/11.jpg,img/12.jpg,img/09.jpg,3,0,3.484633434,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,25,NA,NA,audio/pp6.wav,img/12.jpg,img/07.jpg,img/10.jpg,img/08.jpg,1,1,2.167407439,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,test cswl,26,NA,NA,audio/pp1.wav,img/07.jpg,img/10.jpg,img/12.jpg,img/09.jpg,4,0,3.367177264,0.25,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,265,8,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4.768036471,NA,221,22,female,undergraduate,environmental sciences,yes,NA,no,NA,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,warm up cswl,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,2,1,3.684535348,NA,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,warm up cswl,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,4,1,1.801168189,NA,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,3,NA,NA,audio/p3.wav,img/03.jpg,img/02.jpg,img/05.jpg,img/01.jpg,3,1,1.367575318,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,4,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/07.jpg,img/11.jpg,2,1,2.500929536,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,5,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,1,1,1.817253662,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,6,NA,NA,audio/pp2.wav,img/08.jpg,img/12.jpg,img/11.jpg,img/10.jpg,3,1,4.734816396,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,7,NA,NA,audio/p2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,3,1,2.484500898,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,8,NA,NA,audio/pp6.wav,img/12.jpg,img/07.jpg,img/10.jpg,img/08.jpg,1,1,2.800932124,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,9,NA,NA,audio/pp3.wav,img/09.jpg,img/12.jpg,img/08.jpg,img/07.jpg,3,0,3.701255832,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,10,NA,NA,audio/p6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,2,1,1.733921221,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,11,NA,NA,audio/pp5.wav,img/11.jpg,img/07.jpg,img/09.jpg,img/08.jpg,3,1,1.317168428,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,12,NA,NA,audio/p1.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,3,0,2.167439123,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,13,NA,NA,audio/p4.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,1,1,2.350933373,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,14,NA,NA,audio/pp1.wav,img/07.jpg,img/11.jpg,img/12.jpg,img/09.jpg,3,0,4.485121629,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,15,NA,NA,audio/pp6.wav,img/12.jpg,img/09.jpg,img/10.jpg,img/08.jpg,4,1,1.367536494,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,16,NA,NA,audio/p5.wav,img/05.jpg,img/02.jpg,img/03.jpg,img/04.jpg,4,0,2.217472502,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,17,NA,NA,audio/pp5.wav,img/11.jpg,img/09.jpg,img/10.jpg,img/08.jpg,2,1,1.567441086,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,18,NA,NA,audio/pp2.wav,img/08.jpg,img/10.jpg,img/09.jpg,img/11.jpg,3,1,2.56791768,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,19,NA,NA,audio/pp4.wav,img/10.jpg,img/11.jpg,img/12.jpg,img/07.jpg,2,1,4.584690821,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,20,NA,NA,audio/p4.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,2,1,1.884122658,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,21,NA,NA,audio/pp4.wav,img/10.jpg,img/08.jpg,img/11.jpg,img/07.jpg,4,0,6.984126495,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,22,NA,NA,audio/p6.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,2,1,0.984202358,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,23,NA,NA,audio/p1.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,1,0,1.267328275,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,24,NA,NA,audio/p2.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,3,1,0.984133635,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,25,NA,NA,audio/pp1.wav,img/07.jpg,img/10.jpg,img/12.jpg,img/09.jpg,2,1,3.433553602,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP-,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,test cswl,26,NA,NA,audio/p5.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,2,0,1.650870363,0.25,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,266,9,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6.318534841,NA,222,26,male,graduate,chemical engineering,yes,NA,no,NA,NA,yes,NA,yes,English,6,6,Spanish,3,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,267,10,warm up cswl,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,4,1,2.300488107,NA,223,19,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,English,7,6,Spanish,4,12,French,2,18,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,267,10,warm up cswl,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,2,1,1.784082674,NA,223,19,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,English,7,6,Spanish,4,12,French,2,18,NA,NA,NA,yes,NA,yes,NA,NA,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,267,10,test cswl,3,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,1,1,5.517493387,0.25,223,19,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,English,7,6,Spanish,4,12,French,2,18,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,267,10,test cswl,4,NA,NA,audio/p1.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,1,0,3.334521247,0.25,223,19,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,English,7,6,Spanish,4,12,French,2,18,NA,NA,NA,yes,NA,yes,NA,PP+,NA
1,brazilian-portuguese,L3_v1,mbrola,lab,267,10,test cswl,5,NA,NA,audio/p2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,3,1,7.28474803,0.25,223,19,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,English,7,6,Spanish,4,12,French,2,18,NA,NA,NA,yes,NA,yes,NA,PP+,NA
