experiment,native_language,speech_version,speech_recording,site,p_n_unique,participant_n,trial_type,trial_number,block_ws,block_cswl,condition_cswl,target_audio_ws,distractor_audio_ws,distractor_audio_type_ws,target_audio_cswl,target_visual,distractor_visual_1,distractor_visual_2,distractor_visual_3,freq_pair,key_pressed,is_correct,rt,chance_level,sona_gift_card,id_quest,age,gender,education,major,born_native,other_native,live_abroad,months_abroad,age_abroad,native_speaker,alternative_native_language,speak_foreign_language,foreign_1,level_1,age_acquisition_1,foreign_2,level_2,age_acquisition_2,foreign_3,level_3,age_acquisition_3,foreign_4,level_4,age_acquisition_4,normal_hearing,hearing_impairment,normal_vision,vision_impairment
1,brazilian-portuguese,L_aligned,mbrola,lab,372,20,test cswl,35,NA,NA,NA,NA,NA,NA,audio/p6.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,low,2,1,2.300520327,0.25,NA,307,26,male,graduate,material engineering,yes,NA,yes,6,23,yes,NA,yes,Spanish,7,4,English,4,10,German,2,23,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,372,20,test cswl,36,NA,NA,NA,NA,NA,NA,audio/p6.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,low,2,1,0.841733682,0.25,NA,307,26,male,graduate,material engineering,yes,NA,yes,6,23,yes,NA,yes,Spanish,7,4,English,4,10,German,2,23,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,372,20,test cswl,37,NA,NA,NA,NA,NA,NA,audio/p1.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,high,1,1,1.501283082,0.25,NA,307,26,male,graduate,material engineering,yes,NA,yes,6,23,yes,NA,yes,Spanish,7,4,English,4,10,German,2,23,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,372,20,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.570488805,NA,NA,307,26,male,graduate,material engineering,yes,NA,yes,6,23,yes,NA,yes,Spanish,7,4,English,4,10,German,2,23,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,warm up ws,NA,NA,NA,NA,audio/bola.wav,audio/fabu.wav,NA,NA,NA,NA,NA,NA,NA,1,1,2.276079054,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,warm up ws,NA,NA,NA,NA,audio/tela.wav,audio/bafi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,3.740134251,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,warm up ws,NA,NA,NA,NA,audio/cabo.wav,audio/guvi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,1.171122327,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,warm up ws,NA,NA,NA,NA,audio/pato.wav,audio/tibo.wav,NA,NA,NA,NA,NA,NA,NA,1,1,0.804856383,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,5,4,NA,NA,audio/pp3.wav,audio/p6.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.491318634,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,6,4,NA,NA,audio/pp1.wav,audio/p5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.43293428900000003,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,7,4,NA,NA,audio/pp2.wav,audio/p4.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,0.800432937,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,8,2,NA,NA,audio/pp1.wav,audio/p6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.082702759,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,9,2,NA,NA,audio/pp2.wav,audio/p5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.744779768,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,10,2,NA,NA,audio/pp3.wav,audio/p4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.427942812,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,11,6,NA,NA,audio/pp3.wav,audio/p5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.549465999,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,12,6,NA,NA,audio/pp1.wav,audio/p4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.108679515,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,13,6,NA,NA,audio/pp2.wav,audio/p6.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.57274962,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,14,1,NA,NA,audio/pp2.wav,audio/p4.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,0.731257544,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,15,1,NA,NA,audio/pp1.wav,audio/p6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.55661034,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,16,1,NA,NA,audio/pp3.wav,audio/p5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.686219617,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,17,3,NA,NA,audio/pp2.wav,audio/p5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.536671677,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,18,3,NA,NA,audio/pp1.wav,audio/p4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.931275433,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,19,3,NA,NA,audio/pp3.wav,audio/p6.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.352705165,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,20,5,NA,NA,audio/pp3.wav,audio/p4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.569023233,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,21,5,NA,NA,audio/pp2.wav,audio/p5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.210343718,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test ws,22,5,NA,NA,audio/pp1.wav,audio/p6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.444925143,0.5,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9.298209134,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,NA,2,1,1.783303587,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,NA,4,1,1.850901859,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,26,NA,NA,NA,NA,NA,NA,audio/pp4.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,low,1,1,3.700100138,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,27,NA,NA,NA,NA,NA,NA,audio/pp6.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,low,1,1,1.838716692,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,28,NA,NA,NA,NA,NA,NA,audio/pp5.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,low,3,1,1.522588618,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,29,NA,NA,NA,NA,NA,NA,audio/pp2.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,high,4,1,2.215662134,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,30,NA,NA,NA,NA,NA,NA,audio/pp1.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,high,1,1,1.254556586,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,31,NA,NA,NA,NA,NA,NA,audio/pp6.wav,img/03.jpg,img/02.jpg,img/06.jpg,img/01.jpg,low,3,1,2.154538903,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,32,NA,NA,NA,NA,NA,NA,audio/pp4.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,low,4,1,3.114669802,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,33,NA,NA,NA,NA,NA,NA,audio/pp5.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,low,3,1,1.682786241,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,34,NA,NA,NA,NA,NA,NA,audio/pp2.wav,img/05.jpg,img/02.jpg,img/03.jpg,img/04.jpg,high,2,1,1.598729975,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,35,NA,NA,NA,NA,NA,NA,audio/pp3.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,high,2,1,1.625221301,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,36,NA,NA,NA,NA,NA,NA,audio/pp1.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,high,2,1,1.645966002,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,test cswl,37,NA,NA,NA,NA,NA,NA,audio/pp3.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,high,2,1,1.491523228,0.25,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_conflict,mbrola,lab,373,20,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.058614128,NA,NA,327,25,male,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,3,16,French,1,20,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,warm up ws,NA,NA,NA,NA,audio/tela.wav,audio/bafi.wav,NA,NA,NA,NA,NA,NA,NA,1,0,5.105007266,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,warm up ws,NA,NA,NA,NA,audio/pato.wav,audio/tibo.wav,NA,NA,NA,NA,NA,NA,NA,1,1,0.733461402,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,warm up ws,NA,NA,NA,NA,audio/cabo.wav,audio/guvi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,0.683163583,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,warm up ws,NA,NA,NA,NA,audio/bola.wav,audio/fabu.wav,NA,NA,NA,NA,NA,NA,NA,1,1,0.665984857,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,5,6,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.182656981,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,6,6,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.300549063,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,7,6,NA,NA,audio/p6.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.400448668,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,8,3,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.366644854,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,9,3,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.566257975,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,10,3,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.400799254,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,11,4,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.477832102,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,12,4,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.397079545,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,13,4,NA,NA,audio/p5.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.317712368,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,14,2,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.450789667,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,15,2,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.5002871,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,16,2,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.450221635,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,17,5,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.381019404,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,18,5,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.365646557,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,19,5,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.34984036,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,20,1,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.365133015,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,21,1,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.43346135,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test ws,22,1,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.367463231,0.5,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.107870045,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,NA,2,1,2.447278664,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,NA,4,1,1.628794955,NA,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test cswl,26,NA,NA,NA,NA,NA,NA,audio/p4.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,low,2,1,2.225765211,0.25,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test cswl,27,NA,NA,NA,NA,NA,NA,audio/p2.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,high,3,1,3.256194247,0.25,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test cswl,28,NA,NA,NA,NA,NA,NA,audio/p2.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,high,3,1,1.426846477,0.25,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test cswl,29,NA,NA,NA,NA,NA,NA,audio/p3.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,high,1,1,1.703429731,0.25,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_aligned,mbrola,lab,374,3,test cswl,30,NA,NA,NA,NA,NA,NA,audio/p5.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,low,4,1,2.673586718,0.25,NA,290,22,female,undergraduate,psychology,yes,NA,no,NA,NA,yes,NA,yes,Spanish,4,5,English,2,8,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
